Channel,Video Title,Video Description,Video ID,Comment,Comment ID,Replies,Likes,clean_comments,language
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Bhai maldhari bhav bdate he to sbko problum hoti he of dusri chijo ka bhav aap bdarhe ho uska keya,Ugy3gR-VjyUd_HlENA54AaABAg,0,1,Bhai maldhari bhav bdate he to sbko problum hoti he of dusri chijo ka bhav aap bdarhe ho uska keya,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,After lockdown Goa dairies bolke video Anne wala he toh mere channel KO subscribe karlo aur enjoy karo,UgyoG8uIrMCfHODvOJ14AaABAg,1,2,After lockdown Goa dairies bolke video Anne wala he toh mere channel KO subscribe karlo aur enjoy karo,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Niche in        7056271207    years  of  experience,UgycbKM2G6c_TS-NVMB4AaABAg,0,0,Niche in        7056271207    years  of  experience,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Nice think Atmaram,UgyMR18THYzgMIECS2x4AaABAg,0,0,Nice think Atmaram,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Babita need no makeup.. she is already beautiful.,UgxT-9xr2pSqlOttVS54AaABAg,0,3,Babita need no makeup.. she is already beautiful.,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Te rit,UgwzyMH9D2Q7b98FRop4AaABAg,0,0,Te rit,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,"Vtrrfggtg y







.ghb is ³ i don't 6AM in new Orleans for the future and the other day I think it will take time for a year or",Ugy5w1CPxy5QIpQEaQ94AaABAg,0,1,"Vtrrfggtg y







.ghb is ³ i don't 6AM in new Orleans for the future and the other day I think it will take time for a year or",en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Jetha is best,UgxBD6r9jxxaz2nFBC14AaABAg,0,1,Jetha is best,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Vvery funny right,UgzYKm267EwJB0jCDcl4AaABAg,0,1,Vvery funny right,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Good morning,UgxCoQkugRVcEM70Irl4AaABAg,0,0,Good morning,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Nice episode i really like jethalal chracter,UgzGNqs-cQhATW5L3Ut4AaABAg,0,0,Nice episode i really like jethalal chracter,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,I hate new Tappu,Ugxf5waPgW6E-l7wkbV4AaABAg,0,2,I hate new Tappu,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Only jethalal is respect to abdul but everyone is not respect to abdul why ☹☹☹😡😡😡😠🙁🙁☹,UgwL-nyet1dts1JZIrR4AaABAg,0,5,Only jethalal is respect to abdul but everyone is not respect to abdul why ,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Who is seeing this now?,UgyzgA7oFhgjR19Bg5h4AaABAg,0,0,Who is seeing this now?,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,You think about yourself then what farmer will doo.,UgycUD2zpevggbbH5nh4AaABAg,0,3,You think about yourself then what farmer will doo.,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Tmkoc has changed .. there's no sense and too much overacting,UgzC4KTebiBHCnHY8SN4AaABAg,0,0,Tmkoc has changed .. there's no sense and too much overacting,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,gross stupidity......script writer was on vacation probably...,Ugx-UscSVG7mQho7Xh54AaABAg,0,0,gross stupidity......script writer was on vacation probably...,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,"Sorry
Tapu",Ugz_rOEjZzGL9_FaXax4AaABAg,0,0,"Sorry
Tapu",en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Nice to,Ugzv822M4KGkXeBC9Pl4AaABAg,0,0,Nice to,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,400th comment,Ugw6SY-Ys_O8yA3b1gt4AaABAg,0,1,400th comment,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Sachin Kumar Rathod love you,UgxmZ2SxszPNla2gBZB4AaABAg,0,1,Sachin Kumar Rathod love you,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Where is tay,Ugw9Ipgp5eoTPjkxevl4AaABAg,0,1,Where is tay,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Tapu is so cute and sonu is the  wife of the tapu,Ugw31GeO802j3I7XkKp4AaABAg,3,10,Tapu is so cute and sonu is the  wife of the tapu,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Day and I am not sure,Ugxgi7omPK9_eHIbp_V4AaABAg,0,0,Day and I am not sure,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Hi all your browser,UgzkAyWDDndsEaWKI0d4AaABAg,0,1,Hi all your browser,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Jay free fire,UgxNPlrRwMDl233OeJN4AaABAg,0,1,Jay free fire,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Greedy selfish members 👎👎👎,Ugz7YkpHgssOjFI9ieV4AaABAg,0,4,Greedy selfish members ,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Don’t unlike this,UgywY6_3N5Qi-c06CxN4AaABAg,1,1,Don’t unlike this,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Everyone is desrespact full toward Abdul except jethalal,UgwV6QjFvwV0Vltag1l4AaABAg,0,0,Everyone is desrespact full toward Abdul except jethalal,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Who don't like new Tappu because of his overacting and acting,Ugy60qpSbwkVJ6PHo-V4AaABAg,0,1,Who don't like new Tappu because of his overacting and acting,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,"Tappu overacting krta h 


👎👎👎👎👎👎👎👎👎",UgxDNShdfmKAKxEYhsZ4AaABAg,0,0,"Tappu overacting krta h 


",en
